object,target,lure1,lure2,baseline,stim_onset,stim_end,response,correct_response,response_onset,RT,subject_ID,block,trial_total,trial_task,trial_type,retrival_type,list
snowflake,Angelina Jolie,NaN,NaN,0.61,17.2251488,17.3047865,NaN,NaN,NaN,,D12,0,1,1,Encoding,NaN,S01
snowflake,Angelina Jolie,NaN,NaN,0.61,18.0526485,18.1102427,,NaN,,,D12,0,2,1,Encoding,NaN,S01
whistle,Bruce Willis,NaN,NaN,0.5,18.6227374,18.704857,NaN,NaN,NaN,,D12,0,3,2,Encoding,NaN,S01
whistle,Bruce Willis,NaN,NaN,0.5,19.4650111,19.5371888,,NaN,,,D12,0,4,2,Encoding,NaN,S01
armor,Daniel Craig,NaN,NaN,0.5,20.0549615,20.1378248,NaN,NaN,NaN,,D12,0,5,3,Encoding,NaN,S01
armor,Daniel Craig,NaN,NaN,0.5,20.6973812,20.7706485,,NaN,,,D12,0,6,3,Encoding,NaN,S01
violin,Lady Diana,NaN,NaN,0.66,21.4381309,21.5210635,NaN,NaN,NaN,,D12,0,7,4,Encoding,NaN,S01
violin,Lady Diana,NaN,NaN,0.66,22.2784827,22.3536724,,NaN,,,D12,0,8,4,Encoding,NaN,S01
sarcophagus,Robert De Niro,NaN,NaN,0.55,22.921068,23.0043169,NaN,NaN,NaN,,D12,0,9,5,Encoding,NaN,S01
sarcophagus,Robert De Niro,NaN,NaN,0.55,23.6746132,23.7537276,,NaN,,,D12,0,10,5,Encoding,NaN,S01
handcuff,Lady Diana,Bruce Willis,Angelina Jolie,0.5,31.3948496,31.4698859,,4,,,D12,0,11,1,Retrieval,Lure,S01
handcuff,Lady Diana,Bruce Willis,Angelina Jolie,0.5,32.2308422,32.3032963,,NaN,,,D12,0,12,1,Retrieval,Lure,S01
candle,Daniel Craig,Bruce Willis,Angelina Jolie,0.54,32.8590709,32.9366647,,4,,,D12,0,13,2,Retrieval,Lure,S01
candle,Daniel Craig,Bruce Willis,Angelina Jolie,0.54,33.694833,33.7697904,,NaN,,,D12,0,14,2,Retrieval,Lure,S01
violin,Lady Diana,Robert De Niro,Daniel Craig,0.66,34.4363026,34.5196729,,2,,,D12,0,15,3,Retrieval,Retrieval,S01
violin,Lady Diana,Robert De Niro,Daniel Craig,0.66,35.1365127,35.2198808,,NaN,,,D12,0,16,3,Retrieval,Retrieval,S01
tape,Lady Diana,Daniel Craig,Robert De Niro,0.53,35.7776648,35.8532546,,4,,,D12,0,17,4,Retrieval,Lure,S01
tape,Lady Diana,Daniel Craig,Robert De Niro,0.53,36.5266563,36.6030607,,NaN,,,D12,0,18,4,Retrieval,Lure,S01
whistle,Bruce Willis,Robert De Niro,Daniel Craig,0.5,37.1200879,37.2031041,,1,,,D12,0,19,5,Retrieval,Retrieval,S01
whistle,Bruce Willis,Robert De Niro,Daniel Craig,0.5,37.8883541,37.9698103,,NaN,,,D12,0,20,5,Retrieval,Retrieval,S01
snowflake,Angelina Jolie,Bruce Willis,Robert De Niro,0.61,38.5912946,38.6697843,,3,,,D12,0,21,6,Retrieval,Retrieval,S01
snowflake,Angelina Jolie,Bruce Willis,Robert De Niro,0.61,39.3463146,39.4195684,,NaN,,,D12,0,22,6,Retrieval,Retrieval,S01
armor,Daniel Craig,Robert De Niro,Bruce Willis,0.5,39.9400488,40.0197303,,2,,,D12,0,23,7,Retrieval,Retrieval,S01
armor,Daniel Craig,Robert De Niro,Bruce Willis,0.5,40.6134007,40.6861861,,NaN,,,D12,0,24,7,Retrieval,Retrieval,S01
sarcophagus,Robert De Niro,Daniel Craig,Bruce Willis,0.55,41.2612822,41.33615,,1,,,D12,0,25,8,Retrieval,Retrieval,S01
sarcophagus,Robert De Niro,Daniel Craig,Bruce Willis,0.55,42.0215924,42.1027068,,NaN,,,D12,0,26,8,Retrieval,Retrieval,S01
dragon_statue,Queen Elizabeth,NaN,NaN,0.55,55.1694564,55.2529715,NaN,NaN,NaN,,D12,1,27,1,Encoding,NaN,S01
dragon_statue,Queen Elizabeth,NaN,NaN,0.55,55.8713758,55.9356722,,NaN,,,D12,1,28,1,Encoding,NaN,S01
cash_register,John Kennedy,NaN,NaN,0.65,56.6033699,56.6867424,NaN,NaN,NaN,,D12,1,29,2,Encoding,NaN,S01
cash_register,John Kennedy,NaN,NaN,0.65,57.4448439,57.5191531,,NaN,,,D12,1,30,2,Encoding,NaN,S01
swimsuit,Hugh Grant,NaN,NaN,0.56,58.0857708,58.1699117,NaN,NaN,NaN,,D12,1,31,3,Encoding,NaN,S01
swimsuit,Hugh Grant,NaN,NaN,0.56,58.6934304,58.7692507,,NaN,,,D12,1,32,3,Encoding,NaN,S01
saltshaker,Zac Effron,NaN,NaN,0.63,59.4196367,59.5027229,NaN,NaN,NaN,,D12,1,33,4,Encoding,NaN,S01
saltshaker,Zac Effron,NaN,NaN,0.63,60.1252336,60.2021596,,NaN,,,D12,1,34,4,Encoding,NaN,S01
flower_pot,Brad Pitt,NaN,NaN,0.65,60.8698099,60.9529249,NaN,NaN,NaN,,D12,1,35,5,Encoding,NaN,S01
flower_pot,Brad Pitt,NaN,NaN,0.65,61.5802104,61.6519394,,NaN,,,D12,1,36,5,Encoding,NaN,S01
yarn,Dwayne Johnson,NaN,NaN,0.52,62.1862239,62.2694037,NaN,NaN,NaN,,D12,1,37,6,Encoding,NaN,S01
yarn,Dwayne Johnson,NaN,NaN,0.52,62.9761316,63.0518453,,NaN,,,D12,1,38,6,Encoding,NaN,S01
pot_of_gold,Drake Graham,NaN,NaN,0.63,63.7023088,63.7858579,NaN,NaN,NaN,,D12,1,39,7,Encoding,NaN,S01
pot_of_gold,Drake Graham,NaN,NaN,0.63,64.5109848,64.5851266,,NaN,,,D12,1,40,7,Encoding,NaN,S01
lantern,Morgan Freeman,NaN,NaN,0.72,65.3193279,65.402517,NaN,NaN,NaN,,D12,1,41,8,Encoding,NaN,S01
lantern,Morgan Freeman,NaN,NaN,0.72,65.9778118,66.051594,,NaN,,,D12,1,42,8,Encoding,NaN,S01
razor,Paris Hilton,NaN,NaN,0.74,66.8026208,66.8859695,NaN,NaN,NaN,,D12,1,43,9,Encoding,NaN,S01
razor,Paris Hilton,NaN,NaN,0.74,67.5237116,67.6017795,,NaN,,,D12,1,44,9,Encoding,NaN,S01
money,Condoliza Rice,NaN,NaN,0.53,68.1515172,68.2348856,NaN,NaN,NaN,,D12,1,45,10,Encoding,NaN,S01
money,Condoliza Rice,NaN,NaN,0.53,68.8515088,68.9348057,,NaN,,,D12,1,46,10,Encoding,NaN,S01
crowbar,Chris Hemsworth,NaN,NaN,0.55,69.5014552,69.5847863,NaN,NaN,NaN,,D12,1,47,11,Encoding,NaN,S01
crowbar,Chris Hemsworth,NaN,NaN,0.55,70.2514513,70.3346845,,NaN,,,D12,1,48,11,Encoding,NaN,S01
chainsaw,Mark Walberg,NaN,NaN,0.64,70.984731,71.067996,NaN,NaN,NaN,,D12,1,49,12,Encoding,NaN,S01
chainsaw,Mark Walberg,NaN,NaN,0.64,71.7680656,71.8513847,,NaN,,,D12,1,50,12,Encoding,NaN,S01
totem_pole,Charlize Therone,NaN,NaN,0.75,72.6180515,72.701375,NaN,NaN,NaN,,D12,1,51,13,Encoding,NaN,S01
totem_pole,Charlize Therone,NaN,NaN,0.75,73.4012434,73.4845119,,NaN,,,D12,1,52,13,Encoding,NaN,S01
pocket_watch,Robert Pattinson,NaN,NaN,0.59,74.084538,74.167898,NaN,NaN,NaN,,D12,1,53,14,Encoding,NaN,S01
pocket_watch,Robert Pattinson,NaN,NaN,0.59,74.7511656,74.8344634,,NaN,,,D12,1,54,14,Encoding,NaN,S01
pot_of_gold,Drake Graham,Hugh Grant,Zac Effron,0.63,77.4844288,77.5677625,,3,,,D12,1,55,1,Retrieval,Retrieval,S01
pot_of_gold,Drake Graham,Hugh Grant,Zac Effron,0.63,78.1179478,78.2012997,,NaN,,,D12,1,56,1,Retrieval,Retrieval,S01
trumpet,Charlize Therone,Condoliza Rice,Zac Effron,0.58,78.8014093,78.8849347,,4,,,D12,1,57,2,Retrieval,Lure,S01
trumpet,Charlize Therone,Condoliza Rice,Zac Effron,0.58,79.5606582,79.6343756,,NaN,,,D12,1,58,2,Retrieval,Lure,S01
flower_pot,Brad Pitt,Zac Effron,Queen Elizabeth,0.65,80.3010577,80.3844693,,1,,,D12,1,59,3,Retrieval,Retrieval,S01
flower_pot,Brad Pitt,Zac Effron,Queen Elizabeth,0.65,81.0418373,81.1176249,,NaN,,,D12,1,60,3,Retrieval,Retrieval,S01
swimsuit,Hugh Grant,Brad Pitt,Zac Effron,0.56,81.6842878,81.7676643,,1,,,D12,1,61,4,Retrieval,Retrieval,S01
swimsuit,Hugh Grant,Brad Pitt,Zac Effron,0.56,82.4303769,82.5008924,,NaN,,,D12,1,62,4,Retrieval,Retrieval,S01
yarn,Dwayne Johnson,Zac Effron,Chris Hemsworth,0.52,83.0399377,83.1175963,,1,,,D12,1,63,5,Retrieval,Retrieval,S01
yarn,Dwayne Johnson,Zac Effron,Chris Hemsworth,0.52,83.8343433,83.9175029,,NaN,,,D12,1,64,5,Retrieval,Retrieval,S01
stroller,Condoliza Rice,Charlize Therone,Drake Graham,0.57,84.5095215,84.5843504,,4,,,D12,1,65,6,Retrieval,Lure,S01
stroller,Condoliza Rice,Charlize Therone,Drake Graham,0.57,85.3373404,85.4175122,,NaN,,,D12,1,66,6,Retrieval,Lure,S01
saltshaker,Zac Effron,Brad Pitt,Charlize Therone,0.63,86.0711393,86.1507821,,3,,,D12,1,67,7,Retrieval,Retrieval,S01
saltshaker,Zac Effron,Brad Pitt,Charlize Therone,0.63,86.8299737,86.900774,,NaN,,,D12,1,68,7,Retrieval,Retrieval,S01
dragon_statue,Queen Elizabeth,Hugh Grant,Brad Pitt,0.55,87.471886,87.5507043,,2,,,D12,1,69,8,Retrieval,Retrieval,S01
dragon_statue,Queen Elizabeth,Hugh Grant,Brad Pitt,0.55,88.2271715,88.3006652,,NaN,,,D12,1,70,8,Retrieval,Retrieval,S01
cash_register,John Kennedy,Zac Effron,Queen Elizabeth,0.65,88.9748201,89.0507446,,2,,,D12,1,71,9,Retrieval,Retrieval,S01
cash_register,John Kennedy,Zac Effron,Queen Elizabeth,0.65,89.7554747,89.8338908,,NaN,,,D12,1,72,9,Retrieval,Retrieval,S01
lantern,Morgan Freeman,Condoliza Rice,Chris Hemsworth,0.72,90.572716,90.6505087,,3,,,D12,1,73,10,Retrieval,Retrieval,S01
lantern,Morgan Freeman,Condoliza Rice,Chris Hemsworth,0.72,91.1890606,91.2671124,,NaN,,,D12,1,74,10,Retrieval,Retrieval,S01
pick,Robert Pattinson,Hugh Grant,Mark Walberg,0.63,91.91974,92.0005513,,4,,,D12,1,75,11,Retrieval,Lure,S01
pick,Robert Pattinson,Hugh Grant,Mark Walberg,0.63,92.754813,92.8339382,,NaN,,,D12,1,76,11,Retrieval,Lure,S01
money,Condoliza Rice,John Kennedy,Chris Hemsworth,0.53,93.3892853,93.4673253,,1,,,D12,1,77,12,Retrieval,Retrieval,S01
money,Condoliza Rice,John Kennedy,Chris Hemsworth,0.53,93.992296,94.06717,,NaN,,,D12,1,78,12,Retrieval,Retrieval,S01
crowbar,Chris Hemsworth,Morgan Freeman,Brad Pitt,0.55,94.6401186,94.7169719,,2,,,D12,1,79,13,Retrieval,Retrieval,S01
crowbar,Chris Hemsworth,Morgan Freeman,Brad Pitt,0.55,95.3248889,95.4004867,,NaN,,,D12,1,80,13,Retrieval,Retrieval,S01
beret,Robert Pattinson,Chris Hemsworth,Zac Effron,0.61,96.0174109,96.1004835,,4,,,D12,1,81,14,Retrieval,Lure,S01
beret,Robert Pattinson,Chris Hemsworth,Zac Effron,0.61,96.6925256,96.7671093,,NaN,,,D12,1,82,14,Retrieval,Lure,S01
razor,Paris Hilton,Brad Pitt,Chris Hemsworth,0.74,97.5238838,97.6002916,,1,,,D12,1,83,15,Retrieval,Retrieval,S01
razor,Paris Hilton,Brad Pitt,Chris Hemsworth,0.74,98.2248648,98.3001218,,NaN,,,D12,1,84,15,Retrieval,Retrieval,S01
chainsaw,Mark Walberg,Chris Hemsworth,Hugh Grant,0.64,98.9562091,99.033698,,1,,,D12,1,85,16,Retrieval,Retrieval,S01
chainsaw,Mark Walberg,Chris Hemsworth,Hugh Grant,0.64,99.5913717,99.6667209,,NaN,,,D12,1,86,16,Retrieval,Retrieval,S01
pocket_watch,Robert Pattinson,Dwayne Johnson,Hugh Grant,0.59,100.272427,100.3502087,,2,,,D12,1,87,17,Retrieval,Retrieval,S01
pocket_watch,Robert Pattinson,Dwayne Johnson,Hugh Grant,0.59,100.8892048,100.9666771,,NaN,,,D12,1,88,17,Retrieval,Retrieval,S01
totem_pole,Charlize Therone,John Kennedy,Queen Elizabeth,0.75,101.7402517,101.8166642,,2,,,D12,1,89,18,Retrieval,Retrieval,S01
totem_pole,Charlize Therone,John Kennedy,Queen Elizabeth,0.75,102.3382906,102.4167078,,NaN,,,D12,1,90,18,Retrieval,Retrieval,S01
cowboy_boot,Jack Nicolson,NaN,NaN,0.52,115.5833726,115.6673607,NaN,NaN,NaN,,D12,2,91,1,Encoding,NaN,S01
cowboy_boot,Jack Nicolson,NaN,NaN,0.52,116.3663358,116.458399,,NaN,,,D12,2,92,1,Encoding,NaN,S01
belt,Lady Gaga,NaN,NaN,0.72,117.1828641,117.2664195,NaN,NaN,NaN,,D12,2,93,2,Encoding,NaN,S01
belt,Lady Gaga,NaN,NaN,0.72,117.987553,118.0659289,,NaN,,,D12,2,94,2,Encoding,NaN,S01
viking_helmet,Arnold Swarzenegger,NaN,NaN,0.6,118.6825169,118.7659681,NaN,NaN,NaN,,D12,2,95,3,Encoding,NaN,S01
viking_helmet,Arnold Swarzenegger,NaN,NaN,0.6,119.499466,119.5824364,,NaN,,,D12,2,96,3,Encoding,NaN,S01
rope,Jackie Chan,NaN,NaN,0.7,120.299302,120.3826814,NaN,NaN,NaN,,D12,2,97,4,Encoding,NaN,S01
rope,Jackie Chan,NaN,NaN,0.7,120.9242887,120.9992307,,NaN,,,D12,2,98,4,Encoding,NaN,S01
cane,Albert Einstein,NaN,NaN,0.71,121.7168725,121.7991997,NaN,NaN,NaN,,D12,2,99,5,Encoding,NaN,S01
cane,Albert Einstein,NaN,NaN,0.71,122.4156241,122.4989077,,NaN,,,D12,2,100,5,Encoding,NaN,S01
cellphone,Tom Cruise,NaN,NaN,0.51,123.0155982,123.0990677,NaN,NaN,NaN,,D12,2,101,6,Encoding,NaN,S01
cellphone,Tom Cruise,NaN,NaN,0.51,123.665543,123.748919,,NaN,,,D12,2,102,6,Encoding,NaN,S01
handbell,Bill Gates,NaN,NaN,0.61,124.3655403,124.448894,NaN,NaN,NaN,,D12,2,103,7,Encoding,NaN,S01
handbell,Bill Gates,NaN,NaN,0.61,125.1655434,125.2490199,,NaN,,,D12,2,104,7,Encoding,NaN,S01
bassoon,Hillary Clinton,NaN,NaN,0.55,125.8155783,125.8989698,NaN,NaN,NaN,,D12,2,105,8,Encoding,NaN,S01
bassoon,Hillary Clinton,NaN,NaN,0.55,126.5159949,126.5990129,,NaN,,,D12,2,106,8,Encoding,NaN,S01
headphone,Scarlett Johansson,NaN,NaN,0.61,127.2154397,127.2987181,NaN,NaN,NaN,,D12,2,107,9,Encoding,NaN,S01
headphone,Scarlett Johansson,NaN,NaN,0.61,128.0530187,128.1323083,,NaN,,,D12,2,108,9,Encoding,NaN,S01
metronome,Sandra Bullock,NaN,NaN,0.65,128.7987703,128.8820138,NaN,NaN,NaN,,D12,2,109,10,Encoding,NaN,S01
metronome,Sandra Bullock,NaN,NaN,0.65,129.4492252,129.5320434,,NaN,,,D12,2,110,10,Encoding,NaN,S01
joystick,Leonardo DiCaprio,NaN,NaN,0.54,130.0823393,130.166323,NaN,NaN,NaN,,D12,2,111,11,Encoding,NaN,S01
joystick,Leonardo DiCaprio,NaN,NaN,0.54,130.7486882,130.8319585,,NaN,,,D12,2,112,11,Encoding,NaN,S01
camera_lens,Nelson Mandela,NaN,NaN,0.59,131.4319306,131.5152199,NaN,NaN,NaN,,D12,2,113,12,Encoding,NaN,S01
camera_lens,Nelson Mandela,NaN,NaN,0.59,132.0652439,132.1484914,,NaN,,,D12,2,114,12,Encoding,NaN,S01
walker,Emma Watson,NaN,NaN,0.59,132.748709,132.832598,NaN,NaN,NaN,,D12,2,115,13,Encoding,NaN,S01
walker,Emma Watson,NaN,NaN,0.59,133.3818243,133.465279,,NaN,,,D12,2,116,13,Encoding,NaN,S01
dryer,Mel Gibson,NaN,NaN,0.74,134.2150854,134.2984776,NaN,NaN,NaN,,D12,2,117,14,Encoding,NaN,S01
dryer,Mel Gibson,NaN,NaN,0.74,135.0318186,135.115345,,NaN,,,D12,2,118,14,Encoding,NaN,S01
rope,Jackie Chan,Nelson Mandela,Mel Gibson,0.7,137.8368165,137.9149664,,3,,,D12,2,119,1,Retrieval,Retrieval,S01
rope,Jackie Chan,Nelson Mandela,Mel Gibson,0.7,138.631557,138.7150914,,NaN,,,D12,2,120,1,Retrieval,Retrieval,S01
safe,Tom Cruise,Jack Nicolson,Jackie Chan,0.63,139.3651181,139.4493183,,4,,,D12,2,121,2,Retrieval,Lure,S01
safe,Tom Cruise,Jack Nicolson,Jackie Chan,0.63,140.0809296,140.1482219,,NaN,,,D12,2,122,2,Retrieval,Lure,S01
viking_helmet,Arnold Swarzenegger,Jackie Chan,Hillary Clinton,0.6,140.764924,140.8483816,,1,,,D12,2,123,3,Retrieval,Retrieval,S01
viking_helmet,Arnold Swarzenegger,Jackie Chan,Hillary Clinton,0.6,141.4149435,141.4983178,,NaN,,,D12,2,124,3,Retrieval,Retrieval,S01
cane,Albert Einstein,Jackie Chan,Arnold Swarzenegger,0.71,142.2148507,142.2985958,,2,,,D12,2,125,4,Retrieval,Retrieval,S01
cane,Albert Einstein,Jackie Chan,Arnold Swarzenegger,0.71,143.0544551,143.1314097,,NaN,,,D12,2,126,4,Retrieval,Retrieval,S01
belt,Lady Gaga,Leonardo DiCaprio,Scarlett Johansson,0.72,143.8647518,143.9481594,,3,,,D12,2,127,5,Retrieval,Retrieval,S01
belt,Lady Gaga,Leonardo DiCaprio,Scarlett Johansson,0.72,144.5480524,144.6312688,,NaN,,,D12,2,128,5,Retrieval,Retrieval,S01
handbell,Bill Gates,Leonardo DiCaprio,Tom Cruise,0.61,145.2479778,145.3312328,,3,,,D12,2,129,6,Retrieval,Retrieval,S01
handbell,Bill Gates,Leonardo DiCaprio,Tom Cruise,0.61,146.0480289,146.1312934,,NaN,,,D12,2,130,6,Retrieval,Retrieval,S01
cigar,Hillary Clinton,Jack Nicolson,Nelson Mandela,0.57,146.714677,146.7979462,,4,,,D12,2,131,7,Retrieval,Lure,S01
cigar,Hillary Clinton,Jack Nicolson,Nelson Mandela,0.57,147.3395903,147.4146213,,NaN,,,D12,2,132,7,Retrieval,Lure,S01
cowboy_boot,Jack Nicolson,Tom Cruise,Lady Gaga,0.52,147.9482033,148.0312728,,1,,,D12,2,133,8,Retrieval,Retrieval,S01
cowboy_boot,Jack Nicolson,Tom Cruise,Lady Gaga,0.52,148.6842285,148.7644153,,NaN,,,D12,2,134,8,Retrieval,Retrieval,S01
cellphone,Tom Cruise,Leonardo DiCaprio,Scarlett Johansson,0.51,149.2812498,149.364593,,1,,,D12,2,135,9,Retrieval,Retrieval,S01
cellphone,Tom Cruise,Leonardo DiCaprio,Scarlett Johansson,0.51,150.0811937,150.164532,,NaN,,,D12,2,136,9,Retrieval,Retrieval,S01
metronome,Sandra Bullock,Mel Gibson,Jackie Chan,0.65,150.8312234,150.9143324,,1,,,D12,2,137,10,Retrieval,Retrieval,S01
metronome,Sandra Bullock,Mel Gibson,Jackie Chan,0.65,151.5834461,151.6643503,,NaN,,,D12,2,138,10,Retrieval,Retrieval,S01
dryer,Mel Gibson,Arnold Swarzenegger,Sandra Bullock,0.74,152.4143386,152.497815,,3,,,D12,2,139,11,Retrieval,Retrieval,S01
dryer,Mel Gibson,Arnold Swarzenegger,Sandra Bullock,0.74,153.1519183,153.2310142,,NaN,,,D12,2,140,11,Retrieval,Retrieval,S01
scoop,Sandra Bullock,Tom Cruise,Emma Watson,0.67,153.9146898,153.9976952,,4,,,D12,2,141,12,Retrieval,Lure,S01
scoop,Sandra Bullock,Tom Cruise,Emma Watson,0.67,154.6809721,154.7645203,,NaN,,,D12,2,142,12,Retrieval,Lure,S01
walker,Emma Watson,Jackie Chan,Scarlett Johansson,0.59,155.3641908,155.4475764,,1,,,D12,2,143,13,Retrieval,Retrieval,S01
walker,Emma Watson,Jackie Chan,Scarlett Johansson,0.59,156.1757319,156.2473646,,NaN,,,D12,2,144,13,Retrieval,Retrieval,S01
joystick,Leonardo DiCaprio,Emma Watson,Scarlett Johansson,0.54,156.7976155,156.8809605,,1,,,D12,2,145,14,Retrieval,Retrieval,S01
joystick,Leonardo DiCaprio,Emma Watson,Scarlett Johansson,0.54,157.514257,157.5977541,,NaN,,,D12,2,146,14,Retrieval,Retrieval,S01
bassoon,Hillary Clinton,Leonardo DiCaprio,Tom Cruise,0.55,158.1683248,158.2475713,,2,,,D12,2,147,15,Retrieval,Retrieval,S01
bassoon,Hillary Clinton,Leonardo DiCaprio,Tom Cruise,0.55,158.8974852,158.9807901,,NaN,,,D12,2,148,15,Retrieval,Retrieval,S01
inkwell,Hillary Clinton,Sandra Bullock,Scarlett Johansson,0.68,159.6809462,159.7641573,,4,,,D12,2,149,16,Retrieval,Lure,S01
inkwell,Hillary Clinton,Sandra Bullock,Scarlett Johansson,0.68,160.4360729,160.5139508,,NaN,,,D12,2,150,16,Retrieval,Lure,S01
camera_lens,Nelson Mandela,Arnold Swarzenegger,Bill Gates,0.59,161.114055,161.1972828,,1,,,D12,2,151,17,Retrieval,Retrieval,S01
camera_lens,Nelson Mandela,Arnold Swarzenegger,Bill Gates,0.59,161.7971772,161.8808325,,NaN,,,D12,2,152,17,Retrieval,Retrieval,S01
headphone,Scarlett Johansson,Tom Cruise,Jack Nicolson,0.61,162.4994099,162.5805683,,3,,,D12,2,153,18,Retrieval,Retrieval,S01
headphone,Scarlett Johansson,Tom Cruise,Jack Nicolson,0.61,163.2471444,163.3304562,,NaN,,,D12,2,154,18,Retrieval,Retrieval,S01
hollywood_star,Jennifer Lopez,NaN,NaN,0.64,179.9972341,180.0799677,NaN,NaN,NaN,,D12,3,155,1,Encoding,NaN,S01
hollywood_star,Jennifer Lopez,NaN,NaN,0.64,180.7464163,180.8297994,,NaN,,,D12,3,156,1,Encoding,NaN,S01
tambourine,Matt Damon,NaN,NaN,0.73,181.5804297,181.6630213,NaN,NaN,NaN,,D12,3,157,2,Encoding,NaN,S01
tambourine,Matt Damon,NaN,NaN,0.73,182.2377797,182.3128961,,NaN,,,D12,3,158,2,Encoding,NaN,S01
mixer,Kanye West,NaN,NaN,0.69,183.0138438,183.0965602,NaN,NaN,NaN,,D12,3,159,3,Encoding,NaN,S01
mixer,Kanye West,NaN,NaN,0.69,183.6963146,183.7796838,UpArrow,NaN,183.7041215,,D12,3,160,3,Encoding,NaN,S01
radio,Donald Trump,NaN,NaN,0.58,184.3804907,184.4635516,NaN,NaN,NaN,,D12,3,161,4,Encoding,NaN,S01
radio,Donald Trump,NaN,NaN,0.58,185.0961888,185.1795732,DownArrow,NaN,185.1193539,,D12,3,162,4,Encoding,NaN,S01
stamp,Joe Biden,NaN,NaN,0.59,185.7803871,185.8629192,NaN,NaN,NaN,,D12,3,163,5,Encoding,NaN,S01
stamp,Joe Biden,NaN,NaN,0.59,186.4296228,186.5128643,DownArrow,NaN,186.5025476,,D12,3,164,5,Encoding,NaN,S01
telescope,Tom Hanks,NaN,NaN,0.61,187.1295134,187.2129713,NaN,NaN,NaN,,D12,3,165,6,Encoding,NaN,S01
telescope,Tom Hanks,NaN,NaN,0.61,187.929648,188.0129036,DownArrow,NaN,187.9709422,,D12,3,166,6,Encoding,NaN,S01
bowl,Dalai Lama,NaN,NaN,0.69,188.7136432,188.7969774,NaN,NaN,NaN,,D12,3,167,7,Encoding,NaN,S01
bowl,Dalai Lama,NaN,NaN,0.69,189.3628131,189.4461455,RightArrow,NaN,189.435764,,D12,3,168,7,Encoding,NaN,S01
toothbrush,Gerard Butler,NaN,NaN,0.64,190.0959539,190.1793986,NaN,NaN,NaN,,D12,3,169,8,Encoding,NaN,S01
toothbrush,Gerard Butler,NaN,NaN,0.64,190.746042,190.8292507,LeftArrow,NaN,190.7866666,,D12,3,170,8,Encoding,NaN,S01
organ,Vladimir Putin,NaN,NaN,0.53,191.3795023,191.4625109,NaN,NaN,NaN,,D12,3,171,9,Encoding,NaN,S01
organ,Vladimir Putin,NaN,NaN,0.53,192.0126506,192.0957618,LeftArrow,NaN,192.085652,,D12,3,172,9,Encoding,NaN,S01
pushpin,Rowan Attkinson,NaN,NaN,0.74,192.8462383,192.9296625,NaN,NaN,NaN,,D12,3,173,10,Encoding,NaN,S01
