object,target,lure1,lure2,baseline,stim_onset,stim_end,response,correct_response,response_onset,RT,subject_ID,block,trial_total,trial_task,trial_type,retrival_type,list
carabiner,Justin Bieber,Steve Jobs,Keira Knightley,0.74,44.1374974999344,44.214575799997,,NaN,,,D14,5,40,6,Retrieval,Retrieval,S01
tuba,George Bush,Nicole Kidman,Stephen Hawking,0.69,44.9214012000011,44.9977363999933,,4,,,D14,5,41,7,Retrieval,Lure,S01
tuba,George Bush,Nicole Kidman,Stephen Hawking,0.69,45.6227684998885,45.6978124999441,,NaN,,,D14,5,42,7,Retrieval,Lure,S01
laptop,Steve Jobs,Nicole Kidman,Keira Knightley,0.5,46.2218151999405,46.2978744999273,,2,,,D14,5,43,8,Retrieval,Retrieval,S01
laptop,Steve Jobs,Nicole Kidman,Keira Knightley,0.5,46.9333145999117,47.0145363999764,,NaN,,,D14,5,44,8,Retrieval,Retrieval,S01
swiss_army_knife,Charlie Chaplin,Oprah Winfrey,Sarah Palin,0.55,47.5847539999522,47.6647151999641,,1,,,D14,5,45,9,Retrieval,Retrieval,S01
swiss_army_knife,Charlie Chaplin,Oprah Winfrey,Sarah Palin,0.55,48.364339999971,48.4477161999093,,NaN,,,D14,5,46,9,Retrieval,Retrieval,S01
acoustic_guitar,Jim Carrey,Sarah Palin,Justin Bieber,0.69,49.1537306999089,49.2310258999933,,1,,,D14,5,47,10,Retrieval,Retrieval,S01
acoustic_guitar,Jim Carrey,Sarah Palin,Justin Bieber,0.69,49.7852008999325,49.8642251999117,,NaN,,,D14,5,48,10,Retrieval,Retrieval,S01
flashlight,Steve Jobs,George Bush,Nicole Kidman,0.67,50.5565354999853,50.6311381999403,,4,,,D14,5,49,11,Retrieval,Lure,S01
flashlight,Steve Jobs,George Bush,Nicole Kidman,0.67,51.2357068998972,51.3141918999609,,NaN,,,D14,5,50,11,Retrieval,Lure,S01
harp,Taylor Swift,Justin Bieber,Mother Teresa,0.66,51.9975522999885,52.0808266999666,,2,,,D14,5,51,12,Retrieval,Retrieval,S01
harp,Taylor Swift,Justin Bieber,Mother Teresa,0.66,52.6639961999608,52.7473954999587,,NaN,,,D14,5,52,12,Retrieval,Retrieval,S01
trowel,Stephen Hawking,Nicole Kidman,Mother Teresa,0.72,53.4859517998993,53.5641296999529,,1,,,D14,5,53,13,Retrieval,Retrieval,S01
trowel,Stephen Hawking,Nicole Kidman,Mother Teresa,0.72,54.3251610998996,54.3974829999497,,NaN,,,D14,5,54,13,Retrieval,Retrieval,S01
coin,Keira Knightley,Charlie Chaplin,Stephen Hawking,0.64,55.0550467999419,55.1309350999072,,3,,,D14,5,55,14,Retrieval,Retrieval,S01
coin,Keira Knightley,Charlie Chaplin,Stephen Hawking,0.64,55.7174333999865,55.797428199905,,NaN,,,D14,5,56,14,Retrieval,Retrieval,S01
blouse,George Bush,Keira Knightley,Oprah Winfrey,0.67,56.4875617999351,56.5641152999597,,3,,,D14,5,57,15,Retrieval,Retrieval,S01
blouse,George Bush,Keira Knightley,Oprah Winfrey,0.67,57.1566595999757,57.2305075998884,,NaN,,,D14,5,58,15,Retrieval,Retrieval,S01
wheelbarrow,George Bush,Mother Teresa,Taylor Swift,0.73,57.9854051999282,58.0642022999236,,4,,,D14,5,59,16,Retrieval,Lure,S01
wheelbarrow,George Bush,Mother Teresa,Taylor Swift,0.73,58.6533762998879,58.7304461000022,,NaN,,,D14,5,60,16,Retrieval,Lure,S01
headband,Nicole Kidman,Justin Bieber,Daniel Radcliffe,0.54,59.2884177999804,59.3638366999803,,3,,,D14,5,61,17,Retrieval,Retrieval,S01
headband,Nicole Kidman,Justin Bieber,Daniel Radcliffe,0.54,60.1086723998887,60.1805326999165,,NaN,,,D14,5,62,17,Retrieval,Retrieval,S01
syringe,Robin Williams,Mother Teresa,Oprah Winfrey,0.65,60.8540613999357,60.9306033999892,,2,,,D14,5,63,18,Retrieval,Retrieval,S01
syringe,Robin Williams,Mother Teresa,Oprah Winfrey,0.65,61.5239209999563,61.5973442998948,,NaN,,,D14,5,64,18,Retrieval,Retrieval,S01
bell,Angela Merkel,NaN,NaN,0.58,79.1308994999854,79.2142492999556,NaN,NaN,NaN,NaN,D14,6,65,1,Encoding,NaN,S01
bell,Angela Merkel,NaN,NaN,0.58,79.9333071999718,79.9964415999129,,NaN,,,D14,6,66,1,Encoding,NaN,S01
refrigerator,Bill Clinton,NaN,NaN,0.68,80.6974038999761,80.780486799893,NaN,NaN,NaN,NaN,D14,6,67,2,Encoding,NaN,S01
refrigerator,Bill Clinton,NaN,NaN,0.68,81.4884680999676,81.5630595999537,,NaN,,,D14,6,68,2,Encoding,NaN,S01
drum_set,Anne Hathaway,NaN,NaN,0.69,82.2641841999721,82.3466603999259,NaN,NaN,NaN,NaN,D14,6,69,3,Encoding,NaN,S01
drum_set,Anne Hathaway,NaN,NaN,0.69,82.9654035998974,83.0460182999959,,NaN,,,D14,6,70,3,Encoding,NaN,S01
bracelet,Jennifer Aniston,NaN,NaN,0.71,83.7803259999491,83.8636887999019,NaN,NaN,NaN,NaN,D14,6,71,4,Encoding,NaN,S01
bracelet,Jennifer Aniston,NaN,NaN,0.71,84.5208800999681,84.5959432999371,,NaN,,,D14,6,72,4,Encoding,NaN,S01
drum,Cristiano Ronaldo,NaN,NaN,0.51,85.1304132998921,85.2135164999636,NaN,NaN,NaN,NaN,D14,6,73,5,Encoding,NaN,S01
drum,Cristiano Ronaldo,NaN,NaN,0.51,85.7501291999361,85.8294168999419,,NaN,,,D14,6,74,5,Encoding,NaN,S01
bar_of_soap,Mark Zuckerberg,NaN,NaN,0.5,86.3466903999215,86.430076999939,NaN,NaN,NaN,NaN,D14,6,75,6,Encoding,NaN,S01
bar_of_soap,Mark Zuckerberg,NaN,NaN,0.5,86.9725789999356,87.046018699999,,NaN,,,D14,6,76,6,Encoding,NaN,S01
telephone,Tony Blair,NaN,NaN,0.56,87.6299465999473,87.7134579999838,NaN,NaN,NaN,NaN,D14,6,77,7,Encoding,NaN,S01
telephone,Tony Blair,NaN,NaN,0.56,88.3708998999791,88.4459355999716,,NaN,,,D14,6,78,7,Encoding,NaN,S01
coffeemaker,Marilyn Monroe,NaN,NaN,0.53,88.9962249998935,89.0799887999892,NaN,NaN,NaN,NaN,D14,6,79,8,Encoding,NaN,S01
coffeemaker,Marilyn Monroe,NaN,NaN,0.53,89.7861966999481,89.8626369999256,,NaN,,,D14,6,80,8,Encoding,NaN,S01
jukebox,Lindsay Lohan,NaN,NaN,0.71,90.5962701999815,90.6799985999241,NaN,NaN,NaN,NaN,D14,6,81,9,Encoding,NaN,S01
jukebox,Lindsay Lohan,NaN,NaN,0.71,91.4393618999748,91.5123025999637,,NaN,,,D14,6,82,9,Encoding,NaN,S01
mallet,Ellen DeGeneres,NaN,NaN,0.6,92.1302097999724,92.2128910999745,NaN,NaN,NaN,NaN,D14,6,83,10,Encoding,NaN,S01
mallet,Ellen DeGeneres,NaN,NaN,0.6,92.7736333999783,92.8456358999247,,NaN,,,D14,6,84,10,Encoding,NaN,S01
diaper,Ed Sheeran,NaN,NaN,0.61,93.4798874999397,93.5632382999174,NaN,NaN,NaN,NaN,D14,6,85,11,Encoding,NaN,S01
diaper,Ed Sheeran,NaN,NaN,0.61,94.2232060999377,94.2956085999031,,NaN,,,D14,6,86,11,Encoding,NaN,S01
cello,Kristen Stewart,NaN,NaN,0.54,94.8468164999504,94.929888799903,NaN,NaN,NaN,NaN,D14,6,87,12,Encoding,NaN,S01
cello,Kristen Stewart,NaN,NaN,0.54,95.5718631999334,95.6455392999342,,NaN,,,D14,6,88,12,Encoding,NaN,S01
oven,Jessica Alba,NaN,NaN,0.6,96.2632389999926,96.3462650999427,NaN,NaN,NaN,NaN,D14,6,89,13,Encoding,NaN,S01
oven,Jessica Alba,NaN,NaN,0.6,96.8702993999468,96.9454275999451,,NaN,,,D14,6,90,13,Encoding,NaN,S01
boombox,Tobey Maguire,NaN,NaN,0.51,97.4795227999566,97.5629752998939,NaN,NaN,NaN,NaN,D14,6,91,14,Encoding,NaN,S01
boombox,Tobey Maguire,NaN,NaN,0.51,98.1695673998911,98.2461530999281,,NaN,,,D14,6,92,14,Encoding,NaN,S01
refrigerator,Bill Clinton,Marilyn Monroe,Jessica Alba,0.68,100.950822999934,101.028606799897,,1,,,D14,6,93,1,Retrieval,Retrieval,S01
refrigerator,Bill Clinton,Marilyn Monroe,Jessica Alba,0.68,101.683778699953,101.762016799999,,NaN,,,D14,6,94,1,Retrieval,Retrieval,S01
fondue_fork,Kristen Stewart,Ed Sheeran,Jessica Alba,0.68,102.469182199915,102.545395299909,,4,,,D14,6,95,2,Retrieval,Lure,S01
fondue_fork,Kristen Stewart,Ed Sheeran,Jessica Alba,0.68,103.237725599902,103.311852199957,,NaN,,,D14,6,96,2,Retrieval,Lure,S01
bracelet,Jennifer Aniston,Cristiano Ronaldo,Mark Zuckerberg,0.71,104.045020099962,104.128273499897,,2,,,D14,6,97,3,Retrieval,Retrieval,S01
bracelet,Jennifer Aniston,Cristiano Ronaldo,Mark Zuckerberg,0.71,104.661596299964,104.744949699962,,NaN,,,D14,6,98,3,Retrieval,Retrieval,S01
hamster_cage,Tony Blair,Ed Sheeran,Marilyn Monroe,0.65,105.411652099923,105.494927499909,,4,,,D14,6,99,4,Retrieval,Lure,S01
hamster_cage,Tony Blair,Ed Sheeran,Marilyn Monroe,0.65,106.236352899927,106.311715499964,,NaN,,,D14,6,100,4,Retrieval,Lure,S01
bar_of_soap,Mark Zuckerberg,Marilyn Monroe,Lindsay Lohan,0.5,106.828337799991,106.911477299989,,2,,,D14,6,101,5,Retrieval,Retrieval,S01
bar_of_soap,Mark Zuckerberg,Marilyn Monroe,Lindsay Lohan,0.5,107.554453699966,107.628397199907,,NaN,,,D14,6,102,5,Retrieval,Retrieval,S01
drum_set,Anne Hathaway,Bill Clinton,Ed Sheeran,0.69,108.328523999895,108.411717899959,,2,,,D14,6,103,6,Retrieval,Retrieval,S01
drum_set,Anne Hathaway,Bill Clinton,Ed Sheeran,0.69,109.111656399909,109.194973199978,,NaN,,,D14,6,104,6,Retrieval,Retrieval,S01
drum,Cristiano Ronaldo,Kristen Stewart,Jessica Alba,0.51,109.728377199965,109.811662899912,,2,,,D14,6,105,7,Retrieval,Retrieval,S01
drum,Cristiano Ronaldo,Kristen Stewart,Jessica Alba,0.51,110.434743499965,110.511623799917,,NaN,,,D14,6,106,7,Retrieval,Retrieval,S01
telephone,Tony Blair,Jessica Alba,Mark Zuckerberg,0.56,111.098343199934,111.177983699949,,1,,,D14,6,107,8,Retrieval,Retrieval,S01
telephone,Tony Blair,Jessica Alba,Mark Zuckerberg,0.56,111.933149999939,112.011350699933,,NaN,,,D14,6,108,8,Retrieval,Retrieval,S01
bell,Angela Merkel,Tobey Maguire,Jennifer Aniston,0.58,112.6182597999,112.694683799986,,2,,,D14,6,109,9,Retrieval,Retrieval,S01
bell,Angela Merkel,Tobey Maguire,Jennifer Aniston,0.58,113.250542599941,113.328115199925,,NaN,,,D14,6,110,9,Retrieval,Retrieval,S01
mallet,Ellen DeGeneres,Anne Hathaway,Bill Clinton,0.6,113.950600199983,114.027977299993,,3,,,D14,6,111,10,Retrieval,Retrieval,S01
mallet,Ellen DeGeneres,Anne Hathaway,Bill Clinton,0.6,114.57793499995,114.66118689999,,NaN,,,D14,6,112,10,Retrieval,Retrieval,S01
hairdryer,Lindsay Lohan,Angela Merkel,Ellen DeGeneres,0.57,115.244772799895,115.327910799999,,4,,,D14,6,113,11,Retrieval,Lure,S01
hairdryer,Lindsay Lohan,Angela Merkel,Ellen DeGeneres,0.57,115.985709599918,116.061309899902,,NaN,,,D14,6,114,11,Retrieval,Lure,S01
jukebox,Lindsay Lohan,Ed Sheeran,Jessica Alba,0.71,116.801906999899,116.878082599957,,3,,,D14,6,115,12,Retrieval,Retrieval,S01
jukebox,Lindsay Lohan,Ed Sheeran,Jessica Alba,0.71,117.437327099964,117.511889799964,,NaN,,,D14,6,116,12,Retrieval,Retrieval,S01
oven,Jessica Alba,Marilyn Monroe,Cristiano Ronaldo,0.6,118.131765899947,118.211612199899,,1,,,D14,6,117,13,Retrieval,Retrieval,S01
oven,Jessica Alba,Marilyn Monroe,Cristiano Ronaldo,0.6,118.747776699951,118.828029499971,,NaN,,,D14,6,118,13,Retrieval,Retrieval,S01
coffeemaker,Marilyn Monroe,Mark Zuckerberg,Cristiano Ronaldo,0.53,119.383246299927,119.461449199938,,2,,,D14,6,119,14,Retrieval,Retrieval,S01
coffeemaker,Marilyn Monroe,Mark Zuckerberg,Cristiano Ronaldo,0.53,120.103859599913,120.177643699921,,NaN,,,D14,6,120,14,Retrieval,Retrieval,S01
frying_pan,Anne Hathaway,Bill Clinton,Mark Zuckerberg,0.64,120.827632299974,120.91116899997,,4,,,D14,6,121,15,Retrieval,Lure,S01
frying_pan,Anne Hathaway,Bill Clinton,Mark Zuckerberg,0.64,121.468784799916,121.544251099927,,NaN,,,D14,6,122,15,Retrieval,Lure,S01
diaper,Ed Sheeran,Tobey Maguire,Jennifer Aniston,0.61,122.181158499909,122.261141699972,,3,,,D14,6,123,16,Retrieval,Retrieval,S01
diaper,Ed Sheeran,Tobey Maguire,Jennifer Aniston,0.61,122.888409299892,122.960985999904,,NaN,,,D14,6,124,16,Retrieval,Retrieval,S01
cello,Kristen Stewart,Tony Blair,Ellen DeGeneres,0.54,123.520205899957,123.594328499981,,1,,,D14,6,125,17,Retrieval,Retrieval,S01
cello,Kristen Stewart,Tony Blair,Ellen DeGeneres,0.54,124.348229499999,124.427548799897,,NaN,,,D14,6,126,17,Retrieval,Retrieval,S01
boombox,Tobey Maguire,Ed Sheeran,Anne Hathaway,0.51,124.966687899898,125.044281199924,,3,,,D14,6,127,18,Retrieval,Retrieval,S01
boombox,Tobey Maguire,Ed Sheeran,Anne Hathaway,0.51,125.645136199892,125.727612699964,,NaN,,,D14,6,128,18,Retrieval,Retrieval,S01
